,zpid_of_the_house,place name,category
873,25666541,Aliso and Wood Canyons Wilderness Park,park
875,25666541,Laguna Hills High School,school
876,25666541,Brookline Park,park
877,25666541,Creekside Park,park
878,25666541,Sheep Hills Park,park
879,25666541,Woodfield Park,park
880,25666541,Crestview Park,park
881,25666541,Aliso Viejo Middle School,school
882,25666541,Aliso Viejo Community Park,park
883,25666541,Aliso Viejo Ranch,park
884,25666541,Springdale Park,park
885,25666541,Iglesia Park,park
886,25666541,Glenbrook Park,park
887,25666541,Argonaut Park,park
888,25666541,Pinewood Park,park
889,25666541,Ridgecrest Park,park
890,25666541,Wingspan Park,park
891,25666541,Laguna Hills Community Center & Sports Complex,park
892,25666541,Aliso Creek Park and Wildlife Sanctuary,park
893,25666541,Glenwood Park,park
894,25549637,Aliso and Wood Canyons Wilderness Park,park
896,25549637,Laguna Coast Wilderness Park,park
898,25549637,Hummingbird Park,park
899,25549637,James Dilley Greenbelt Preserve,park
901,25549637,Canyon View Park,park
902,25549637,Wingspan Park,park
903,25549637,Acorn Park,park
904,25549637,Don Juan Avila Elementary School,school
905,25675662,Aliso Niguel High School,school
906,25675662,Aliso and Wood Canyons Wilderness Park,park
908,25675662,Whole Foods Market,grocery store
909,25675662,Laguna Niguel Regional Park,park
910,25675662,Hillview Park,park
911,25675662,Oak Park,park
912,25675662,Aliso Canyon Community Park,park
913,25675662,Ridge View Park,park
914,25675662,Kite Hill Park,park
916,25675662,St. Mary's Catholic School,school
918,25675662,,park
921,25664773,Aliso Niguel High School,school
922,25664773,Walmart Supercenter,grocery store
923,25664773,Aliso and Wood Canyons Wilderness Park,park
925,25664773,Journey School,school
926,25664773,Trader Joe's,grocery store
927,25664773,Costco,grocery store
928,25664773,Stater Bros.,grocery store
929,25664773,Pavilions,grocery store
930,25664773,Creekside Park,park
931,25664773,Woodfield Park,park
932,25664773,Crestview Park,park
933,25664773,Grand Park,park
934,25664773,Ralphs,grocery store
935,25664773,Aliso Viejo Middle School,school
936,25664773,Aliso Viejo Community Park,park
937,25664773,Aliso Viejo Ranch,park
938,25664773,Springdale Park,park
939,25664773,Foxborough Park,park
940,25664773,Hillview Park,park
941,25664773,Oak Park,park
942,25762060,Aliso and Wood Canyons Wilderness Park,park
944,25762060,Journey School,school
945,25762060,Trader Joe's,grocery store
946,25762060,Laguna Hills High School,school
947,25762060,Brookline Park,park
948,25762060,Creekside Park,park
949,25762060,Sheep Hills Park,park
950,25762060,Woodfield Park,park
951,25762060,Crestview Park,park
952,25762060,Grand Park,park
953,25762060,Ralphs,grocery store
954,25762060,Aliso Viejo Middle School,school
955,25762060,Aliso Viejo Community Park,park
956,25762060,Aliso Viejo Ranch,park
957,25762060,Springdale Park,park
958,25762060,Foxborough Park,park
959,25762060,Glenbrook Park,park
960,25762060,Argonaut Park,park
961,25762060,Pinewood Park,park
962,25762060,Ridgecrest Park,park
963,25773599,Aliso Niguel High School,school
964,25773599,Walmart Supercenter,grocery store
965,25773599,Aliso and Wood Canyons Wilderness Park,park
967,25773599,Journey School,school
968,25773599,Trader Joe's,grocery store
969,25773599,Costco,grocery store
970,25773599,Stater Bros.,grocery store
971,25773599,Pavilions,grocery store
972,25773599,Woodfield Park,park
973,25773599,Crestview Park,park
974,25773599,Grand Park,park
975,25773599,Ralphs,grocery store
976,25773599,Aliso Viejo Middle School,school
977,25773599,Aliso Viejo Community Park,park
978,25773599,Aliso Viejo Ranch,park
979,25773599,Springdale Park,park
980,25773599,Foxborough Park,park
981,25773599,Hillview Park,park
982,25773599,Oak Park,park
983,25773599,Acorn Park,park
984,25742463,Aliso Niguel High School,school
985,25742463,Aliso and Wood Canyons Wilderness Park,park
987,25742463,Journey School,school
988,25742463,Grand Park,park
989,25742463,Ralphs,grocery store
990,25742463,Foxborough Park,park
991,25742463,Hillview Park,park
992,25742463,Oak Park,park
993,25742463,Westridge Park,park
994,25742463,Aliso Canyon Community Park,park
995,25742463,Acorn Park,park
997,25742463,St. Mary's Catholic School,school
999,25742463,Vantis,park
1000,25742463,,school
1001,25745765,Aliso and Wood Canyons Wilderness Park,park
1003,25745765,Laguna Coast Wilderness Park,park
1005,25745765,Hummingbird Park,park
1006,25745765,Brookline Park,park
1007,25745765,James Dilley Greenbelt Preserve,park
1009,25745765,Canyon View Park,park
1010,25745765,Ridgecrest Park,park
1011,25745765,Wingspan Park,park
1012,25745765,Stater Bros.,grocery store
1013,25745765,Aliso Viejo,park
1014,25763443,ALDI,grocery store
1015,25763443,Aliso and Wood Canyons Wilderness Park,park
1017,25763443,Laguna Coast Wilderness Park,park
1019,25763443,Hummingbird Park,park
1020,25763443,Brookline Park,park
1021,25763443,James Dilley Greenbelt Preserve,park
1023,25763443,Iglesia Park,park
1024,25763443,Glenbrook Park,park
1025,25763443,Argonaut Park,park
1026,25763443,Pinewood Park,park
1027,25763443,Ridgecrest Park,park
1028,25763443,Wingspan Park,park
1029,25763443,Glenwood Park,park
1030,25763443,City Centre Park,park
1031,25763443,Stater Bros.,grocery store
1032,25763443,Aliso Viejo,park
1037,25550138,Aliso Niguel High School,school
1038,25550138,Aliso and Wood Canyons Wilderness Park,park
1040,25550138,Journey School,school
1041,25550138,Trader Joe's,grocery store
1042,25550138,Woodfield Park,park
1043,25550138,Grand Park,park
1044,25550138,Ralphs,grocery store
1045,25550138,Foxborough Park,park
1046,25550138,Hillview Park,park
1047,25550138,Oak Park,park
1048,25550138,Westridge Park,park
1049,25550138,Acorn Park,park
1050,25550138,Don Juan Avila Elementary School,school
1051,25550138,St. Mary's Catholic School,school
1053,25550138,Vantis,park
1054,25761426,Aliso Niguel High School,school
1055,25761426,Aliso and Wood Canyons Wilderness Park,park
1057,25761426,Whole Foods Market,grocery store
1058,25761426,Laguna Niguel Regional Park,park
1059,25761426,Hillview Park,park
1060,25761426,Oak Park,park
1061,25761426,Aliso Canyon Community Park,park
1062,25761426,Ridge View Park,park
1064,25761426,St. Mary's Catholic School,school
1066,25761426,,school
1067,25664325,Aliso Niguel High School,school
1068,25664325,Walmart Supercenter,grocery store
1069,25664325,Aliso and Wood Canyons Wilderness Park,park
1071,25664325,Journey School,school
1072,25664325,Trader Joe's,grocery store
1073,25664325,Costco,grocery store
1074,25664325,Stater Bros.,grocery store
1075,25664325,Pavilions,grocery store
1076,25664325,Creekside Park,park
1077,25664325,Woodfield Park,park
1078,25664325,Crestview Park,park
1079,25664325,Grand Park,park
1080,25664325,Ralphs,grocery store
1081,25664325,Aliso Viejo Middle School,school
1082,25664325,Aliso Viejo Community Park,park
1083,25664325,Aliso Viejo Ranch,park
1084,25664325,Springdale Park,park
1085,25664325,Foxborough Park,park
1086,25664325,Hillview Park,park
1087,25664325,Oak Park,park
1088,25710519,Aliso and Wood Canyons Wilderness Park,park
1090,25710519,Trader Joe's,grocery store
1091,25710519,Laguna Hills High School,school
1092,25710519,Brookline Park,park
1093,25710519,Creekside Park,park
1094,25710519,Sheep Hills Park,park
1095,25710519,Woodfield Park,park
1096,25710519,Crestview Park,park
1097,25710519,Grand Park,park
1098,25710519,Aliso Viejo Middle School,school
1099,25710519,Aliso Viejo Community Park,park
1100,25710519,Aliso Viejo Ranch,park
1101,25710519,Springdale Park,park
1102,25710519,Glenbrook Park,park
1103,25710519,Argonaut Park,park
1104,25710519,Pinewood Park,park
1105,25710519,Ridgecrest Park,park
1106,25710519,Wingspan Park,park
1107,25710519,Laguna Hills Community Center & Sports Complex,park
1108,25710519,Aliso Creek Park and Wildlife Sanctuary,park
1109,25762048,Aliso and Wood Canyons Wilderness Park,park
1111,25762048,Journey School,school
1112,25762048,Trader Joe's,grocery store
1113,25762048,Laguna Hills High School,school
1114,25762048,Brookline Park,park
1115,25762048,Creekside Park,park
1116,25762048,Sheep Hills Park,park
1117,25762048,Woodfield Park,park
1118,25762048,Crestview Park,park
1119,25762048,Grand Park,park
1120,25762048,Ralphs,grocery store
1121,25762048,Aliso Viejo Middle School,school
1122,25762048,Aliso Viejo Community Park,park
1123,25762048,Aliso Viejo Ranch,park
1124,25762048,Springdale Park,park
1125,25762048,Glenbrook Park,park
1126,25762048,Argonaut Park,park
1127,25762048,Pinewood Park,park
1128,25762048,Ridgecrest Park,park
1129,25762048,Wingspan Park,park
1130,25664954,Aliso Niguel High School,school
1131,25664954,Walmart Supercenter,grocery store
1132,25664954,Aliso and Wood Canyons Wilderness Park,park
1134,25664954,Journey School,school
1135,25664954,Trader Joe's,grocery store
1136,25664954,Costco,grocery store
1137,25664954,Stater Bros.,grocery store
1138,25664954,Pavilions,grocery store
1139,25664954,Creekside Park,park
1140,25664954,Woodfield Park,park
1141,25664954,Crestview Park,park
1142,25664954,Grand Park,park
1143,25664954,Ralphs,grocery store
1144,25664954,Aliso Viejo Middle School,school
1145,25664954,Aliso Viejo Community Park,park
1146,25664954,Aliso Viejo Ranch,park
1147,25664954,Springdale Park,park
1148,25664954,Foxborough Park,park
1149,25664954,Hillview Park,park
1150,25664954,Oak Park,park
1151,25761779,Aliso and Wood Canyons Wilderness Park,park
1153,25761779,Laguna Coast Wilderness Park,park
1155,25761779,Hummingbird Park,park
1156,25761779,James Dilley Greenbelt Preserve,park
1158,25761779,Iglesia Park,park
1159,25761779,Ridgecrest Park,park
1160,25761779,Wingspan Park,park
1161,25761779,San Remo Park,park
1162,25761779,Santa Vittoria Park,park
1163,25761779,San Joaquin Elementary School,school
1164,25761779,City Centre Park,park
1165,25761779,Stater Bros.,grocery store
1166,25664440,Aliso Niguel High School,school
1167,25664440,Walmart Supercenter,grocery store
1168,25664440,Aliso and Wood Canyons Wilderness Park,park
1170,25664440,Journey School,school
1171,25664440,Costco,grocery store
1172,25664440,Whole Foods Market,grocery store
1173,25664440,Pavilions,grocery store
1174,25664440,Laguna Niguel Regional Park,park
1175,25664440,Woodfield Park,park
1176,25664440,Grand Park,park
1177,25664440,Ralphs,grocery store
1178,25664440,Springdale Park,park
1179,25664440,Foxborough Park,park
1180,25664440,Hillview Park,park
1181,25664440,Oak Park,park
1182,25664440,Aliso Canyon Community Park,park
1184,25664440,St. Mary's Catholic School,school
1186,25664440,,park
1190,25761562,Aliso and Wood Canyons Wilderness Park,park
1192,25761562,Trader Joe's,grocery store
1193,25761562,Laguna Hills High School,school
1194,25761562,Brookline Park,park
1195,25761562,Creekside Park,park
1196,25761562,Sheep Hills Park,park
1197,25761562,Crestview Park,park
1198,25761562,Aliso Viejo Middle School,school
1199,25761562,Aliso Viejo Community Park,park
1200,25761562,Aliso Viejo Ranch,park
1201,25761562,Springdale Park,park
1202,25761562,Iglesia Park,park
1203,25761562,Glenbrook Park,park
1204,25761562,Argonaut Park,park
1205,25761562,Pinewood Park,park
1206,25761562,Ridgecrest Park,park
1207,25761562,Wingspan Park,park
1208,25761562,Aliso Creek Park and Wildlife Sanctuary,park
1209,25761562,Don Juan Avila Elementary School,school
1210,25761562,Glenwood Park,park
1211,69257729,Aliso Niguel High School,school
1212,69257729,Walmart Supercenter,grocery store
1213,69257729,Aliso and Wood Canyons Wilderness Park,park
1215,69257729,Journey School,school
1216,69257729,Trader Joe's,grocery store
1217,69257729,Costco,grocery store
1218,69257729,Stater Bros.,grocery store
1219,69257729,Pavilions,grocery store
1220,69257729,Woodfield Park,park
1221,69257729,Crestview Park,park
1222,69257729,Grand Park,park
1223,69257729,Ralphs,grocery store
1224,69257729,Aliso Viejo Middle School,school
1225,69257729,Aliso Viejo Community Park,park
1226,69257729,Aliso Viejo Ranch,park
1227,69257729,Springdale Park,park
1228,69257729,Foxborough Park,park
1229,69257729,Hillview Park,park
1230,69257729,Oak Park,park
1231,69257729,Acorn Park,park
1232,25667527,Aliso Niguel High School,school
1233,25667527,Walmart Supercenter,grocery store
1234,25667527,Aliso and Wood Canyons Wilderness Park,park
1236,25667527,Journey School,school
1237,25667527,Trader Joe's,grocery store
1238,25667527,Costco,grocery store
1239,25667527,Whole Foods Market,grocery store
1240,25667527,Pavilions,grocery store
1241,25667527,Laguna Niguel Regional Park,park
1242,25667527,Woodfield Park,park
1243,25667527,Grand Park,park
1244,25667527,Ralphs,grocery store
1245,25667527,Aliso Viejo Community Park,park
1246,25667527,Springdale Park,park
1247,25667527,Foxborough Park,park
1248,25667527,Hillview Park,park
1249,25667527,Oak Park,park
1250,25667527,Aliso Canyon Community Park,park
1252,25667527,St. Mary's Catholic School,school
1254,25710078,ALDI,grocery store
1255,25710078,Aliso and Wood Canyons Wilderness Park,park
1257,25710078,Laguna Hills High School,school
1258,25710078,Brookline Park,park
1259,25710078,Creekside Park,park
1260,25710078,Sheep Hills Park,park
1261,25710078,Crestview Park,park
1262,25710078,Iglesia Park,park
1263,25710078,Glenbrook Park,park
1264,25710078,Argonaut Park,park
1265,25710078,Pinewood Park,park
1266,25710078,Ridgecrest Park,park
1267,25710078,Wingspan Park,park
1268,25710078,Laguna Hills Community Center & Sports Complex,park
1269,25710078,Aliso Creek Park and Wildlife Sanctuary,park
1270,25710078,Glenwood Park,park
1271,25710078,Aliso Creek Open Space,park
1272,25710078,Aliso Viejo,park
1275,25667343,Aliso Niguel High School,school
1276,25667343,Walmart Supercenter,grocery store
1277,25667343,Aliso and Wood Canyons Wilderness Park,park
1279,25667343,Journey School,school
1280,25667343,Trader Joe's,grocery store
1281,25667343,Costco,grocery store
1282,25667343,Stater Bros.,grocery store
1283,25667343,Pavilions,grocery store
1284,25667343,Laguna Niguel Regional Park,park
1285,25667343,Woodfield Park,park
1286,25667343,Grand Park,park
1287,25667343,Ralphs,grocery store
1288,25667343,Aliso Viejo Middle School,school
1289,25667343,Aliso Viejo Community Park,park
1290,25667343,Aliso Viejo Ranch,park
1291,25667343,Springdale Park,park
1292,25667343,Foxborough Park,park
1293,25667343,Hillview Park,park
1294,25667343,Oak Park,park
1295,25667343,Westridge Park,park
1296,25548541,Aliso and Wood Canyons Wilderness Park,park
1298,25548541,Laguna Coast Wilderness Park,park
1300,25548541,Hummingbird Park,park
1301,25548541,Brookline Park,park
1302,25548541,James Dilley Greenbelt Preserve,park
1304,25548541,Grand Park,park
1305,25548541,Canyon View Park,park
1306,25548541,Argonaut Park,park
1307,25548541,Ridgecrest Park,park
1308,25548541,Wingspan Park,park
1309,25548541,Acorn Park,park
1310,25548541,Don Juan Avila Elementary School,school
1311,25548541,Vantis,park
1312,25548541,Aliso Viejo,park
1314,25550426,Aliso Niguel High School,school
1315,25550426,Aliso and Wood Canyons Wilderness Park,park
1317,25550426,Laguna Niguel Regional Park,park
1318,25550426,Foxborough Park,park
1319,25550426,Hillview Park,park
1320,25550426,Oak Park,park
1321,25550426,Westridge Park,park
1322,25550426,Aliso Canyon Community Park,park
1324,25550426,St. Mary's Catholic School,school
1326,25550426,,school
1327,25665212,Aliso Niguel High School,school
1328,25665212,Walmart Supercenter,grocery store
1329,25665212,Aliso and Wood Canyons Wilderness Park,park
1331,25665212,Journey School,school
1332,25665212,Trader Joe's,grocery store
1333,25665212,Costco,grocery store
1334,25665212,Stater Bros.,grocery store
1335,25665212,Pavilions,grocery store
1336,25665212,Creekside Park,park
1337,25665212,Woodfield Park,park
1338,25665212,Crestview Park,park
1339,25665212,Grand Park,park
1340,25665212,Ralphs,grocery store
1341,25665212,Aliso Viejo Middle School,school
1342,25665212,Aliso Viejo Community Park,park
1343,25665212,Aliso Viejo Ranch,park
1344,25665212,Springdale Park,park
1345,25665212,Foxborough Park,park
